Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/05-Sep-2017-16_52.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            682805300
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/05-Sep-2017-16_52.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
264250000	-14.997289	324	1	2	'0 0 0 Z 0 Z 0 0 0 0 0 0 	25.855188	25.855188	25.855188	0.000000	25.855188	0.000000	25.855188	25.855188	25.855188	25.855188	25.855188	25.855188	0.000009	0.000003	0.999746	0.000242	
264300000	-16.040112	955	1	4	'0 Z Z Z 0 0 0 0 0 Z 0 0 	14.029751	0.000000	0.000000	0.000000	14.029751	14.029751	14.029751	14.029751	14.029751	0.000000	14.029751	14.029751	0.000000	0.000000	0.999999	0.000000	
264350000	-14.129444	580	1	6	'Z 0 Z Z 0 Z 0 0 0 Z 0 Z 	0.000000	30.710399	0.000000	0.000000	30.710399	0.000000	30.710399	30.710399	30.710399	0.000000	30.710399	0.000000	0.000007	0.000007	0.999987	0.000000	
264400000	-13.314795	423	1	6	'0 Z Z Z Z Z 0 0 0 0 Z 0 	43.605478	0.000000	0.000000	0.000000	0.000000	0.000000	43.605478	43.605478	43.605478	43.605478	0.000000	43.605478	0.000000	0.000000	0.996629	0.003371	
264450000	-14.863162	220	1	6	'Z 0 0 0 Z Z 0 0 0 Z Z Z 	0.000000	35.912867	35.912867	35.912867	0.000000	0.000000	35.912867	35.912867	35.912867	0.000000	0.000000	0.000000	0.000063	0.000000	0.999937	0.000000	
264500000	-12.810918	758	1	3	'0 0 Z 0 0 0 0 0 0 Z Z 0 	53.545493	53.545493	0.000000	53.545493	53.545493	53.545493	53.545493	53.545493	53.545493	0.000000	0.000000	53.545493	0.000016	0.000067	0.997168	0.002749	
264550000	-13.006994	707	1	6	'Z Z Z 0 0 Z 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	48.835086	48.835086	0.000000	48.835086	48.835086	48.835086	0.000000	0.000000	48.835086	0.000000	0.000036	0.999927	0.000037	
264600000	-15.687227	996	1	5	'Z Z Z Z 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	22.853956	22.853956	22.853956	22.853956	22.853956	0.000000	22.853956	22.853956	0.000000	0.000023	0.997521	0.002456	
264650000	-13.193400	980	1	3	'Z 0 0 Z 0 0 0 0 0 0 Z 0 	0.000000	80.177341	80.177341	0.000000	80.177341	80.177341	80.177341	80.177341	80.177341	80.177341	0.000000	80.177341	0.000862	0.000191	0.970698	0.028248	
264700000	-15.086185	8	1	4	'0 0 Z Z 0 Z 0 0 0 Z 0 0 	27.391876	27.391876	0.000000	0.000000	27.391876	0.000000	27.391876	27.391876	27.391876	0.000000	27.391876	27.391876	0.000005	0.000004	0.999039	0.000952	
264750000	-14.669850	870	1	4	'0 0 Z Z 0 Z 0 0 0 0 Z 0 	22.899478	22.899478	0.000000	0.000000	22.899478	0.000000	22.899478	22.899478	22.899478	22.899478	0.000000	22.899478	0.000005	0.000004	0.997170	0.002820	
264800000	-11.972189	534	1	6	'Z Z Z 0 0 Z 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	83.126314	83.126314	0.000000	83.126314	83.126314	83.126314	0.000000	83.126314	0.000000	0.000000	0.000052	0.999947	0.000001	
264850000	-14.024083	26	1	3	'0 0 0 0 Z Z 0 0 0 0 0 Z 	35.759550	35.759550	35.759550	35.759550	0.000000	0.000000	35.759550	35.759550	35.759550	35.759550	35.759550	0.000000	0.000939	0.000000	0.999059	0.000001	
264900000	-15.095691	726	1	6	'Z 0 Z 0 Z Z 0 0 0 0 Z Z 	0.000000	18.778195	0.000000	18.778195	0.000000	0.000000	18.778195	18.778195	18.778195	18.778195	0.000000	0.000000	0.000010	0.000000	0.999990	0.000000	
264950000	-14.596527	248	1	1	'0 0 0 0 0 Z 0 0 0 0 0 0 	29.448158	29.448158	29.448158	29.448158	29.448158	0.000000	29.448158	29.448158	29.448158	29.448158	29.448158	29.448158	0.000060	0.000004	0.998265	0.001671	
265000000	-14.690557	616	1	6	'Z 0 Z Z 0 Z 0 0 0 0 Z Z 	0.000000	26.594226	0.000000	0.000000	26.594226	0.000000	26.594226	26.594226	26.594226	26.594226	0.000000	0.000000	0.000014	0.000014	0.999972	0.000000	
265050000	-15.217816	363	2	3	'Z Z Z 1 1 0 0 0 0 0 0 1 	0.000000	0.000000	0.000000	5.315852	5.315852	19.148667	19.148667	19.148667	19.148667	19.148667	19.148667	5.315852	0.000000	0.000001	0.999934	0.000066	
265100000	-15.786824	822	1	6	'Z 0 Z Z Z Z 0 0 0 Z 0 0 	0.000000	18.816038	0.000000	0.000000	0.000000	0.000000	18.816038	18.816038	18.816038	0.000000	18.816038	18.816038	0.000001	0.000000	0.999648	0.000351	
265150000	-15.174044	965	1	5	'Z 0 Z 0 0 0 0 0 0 Z Z Z 	0.000000	18.773099	0.000000	18.773099	18.773099	18.773099	18.773099	18.773099	18.773099	0.000000	0.000000	0.000000	0.000005	0.000008	0.999988	0.000000	
265200000	-13.156467	274	1	4	'0 Z 0 0 0 0 0 0 0 Z Z Z 	41.930167	0.000000	41.930167	41.930167	41.930167	41.930167	41.930167	41.930167	41.930167	0.000000	0.000000	0.000000	0.000000	0.000059	0.999941	0.000000	
265250000	-13.754785	548	1	5	'0 Z Z 0 Z 0 0 0 0 Z 0 Z 	29.528404	0.000000	0.000000	29.528404	0.000000	29.528404	29.528404	29.528404	29.528404	0.000000	29.528404	0.000000	0.000000	0.000000	1.000000	0.000000	
265300000	-16.668425	914	1	5	'Z Z 0 Z 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	12.863052	0.000000	12.863052	12.863052	12.863052	12.863052	12.863052	0.000000	12.863052	0.000000	0.000000	0.000004	0.999996	0.000000	
265350000	-15.556793	610	1	6	'Z Z Z Z 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	18.525534	18.525534	18.525534	18.525534	18.525534	0.000000	18.525534	0.000000	0.000000	0.000004	0.999996	0.000000	
265400000	-14.451312	422	1	6	'Z Z Z Z 0 0 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.000000	31.900595	31.900595	31.900595	31.900595	31.900595	31.900595	0.000000	0.000000	0.000000	0.000022	0.999978	0.000000	
265450000	-15.558114	133	1	4	'Z Z Z 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	11.828211	11.828211	11.828211	11.828211	11.828211	11.828211	11.828211	11.828211	0.000000	0.000000	0.000004	0.999996	0.000000	
265500000	-12.668678	153	1	5	'Z 0 0 Z 0 Z 0 0 0 0 Z Z 	0.000000	46.088789	46.088789	0.000000	46.088789	0.000000	46.088789	46.088789	46.088789	46.088789	0.000000	0.000000	0.000334	0.000050	0.999616	0.000000	
265550000	-14.664354	721	1	5	'Z 0 0 0 Z Z 0 0 0 Z Z 0 	0.000000	35.353745	35.353745	35.353745	0.000000	0.000000	35.353745	35.353745	35.353745	0.000000	0.000000	35.353745	0.000039	0.000000	0.999142	0.000819	
265600000	-16.424144	83	1	6	'Z Z Z Z 0 0 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.000000	13.400400	13.400400	13.400400	13.400400	13.400400	13.400400	0.000000	0.000000	0.000000	0.000001	0.999999	0.000000	
265650000	-14.481598	290	1	5	'Z 0 Z 0 0 Z 0 0 0 Z Z 0 	0.000000	25.200051	0.000000	25.200051	25.200051	0.000000	25.200051	25.200051	25.200051	0.000000	0.000000	25.200051	0.000007	0.000006	0.999722	0.000265	
265700000	-13.741616	793	1	5	'Z 0 0 Z Z Z 0 0 0 0 0 Z 	0.000000	29.822256	29.822256	0.000000	0.000000	0.000000	29.822256	29.822256	29.822256	29.822256	29.822256	0.000000	0.000068	0.000000	0.999932	0.000000	
265750000	-12.951067	180	1	4	'0 0 Z Z 0 Z 0 0 0 0 Z 0 	67.676228	67.676228	0.000000	0.000000	67.676228	0.000000	67.676228	67.676228	67.676228	67.676228	0.000000	67.676228	0.000013	0.000013	0.999955	0.000018	
265800000	-14.221095	838	1	6	'0 Z Z Z 0 Z 0 0 0 Z 0 Z 	38.626560	0.000000	0.000000	0.000000	38.626560	0.000000	38.626560	38.626560	38.626560	0.000000	38.626560	0.000000	0.000000	0.000020	0.999980	0.000000	
265850000	-14.597503	268	1	5	'Z 0 0 0 Z Z 0 0 0 Z Z 0 	0.000000	23.489485	23.489485	23.489485	0.000000	0.000000	23.489485	23.489485	23.489485	0.000000	0.000000	23.489485	0.000015	0.000000	0.999225	0.000760	
265900000	-13.573096	600	1	6	'Z Z 0 Z 0 0 0 0 0 Z Z Z 	0.000000	0.000000	48.173443	0.000000	48.173443	48.173443	48.173443	48.173443	48.173443	0.000000	0.000000	0.000000	0.000000	0.000034	0.999966	0.000000	
265950000	-12.697375	796	1	6	'Z 0 Z 0 Z Z 0 0 0 0 Z Z 	0.000000	64.395610	0.000000	64.395610	0.000000	0.000000	64.395610	64.395610	64.395610	64.395610	0.000000	0.000000	0.000002	0.000000	0.999998	0.000000	
266000000	-17.429545	955	1	4	'0 Z 0 Z 0 Z 0 0 0 0 Z 0 	8.537464	0.000000	8.537464	0.000000	8.537464	0.000000	8.537464	8.537464	8.537464	8.537464	0.000000	8.537464	0.000000	0.000000	1.000000	0.000000	
266050000	-13.052290	309	1	2	'0 0 0 0 0 0 0 0 0 Z 0 Z 	39.289322	39.289322	39.289322	39.289322	39.289322	39.289322	39.289322	39.289322	39.289322	0.000000	39.289322	0.000000	0.000010	0.000006	0.999984	0.000000	
266100000	-13.871188	141	1	4	'Z Z Z Z 0 0 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.000000	29.526657	29.526657	29.526657	29.526657	29.526657	29.526657	29.526657	29.526657	0.000000	0.000021	0.998574	0.001405	
266150000	-14.237188	923	1	2	'Z 0 0 Z 0 0 0 0 0 0 0 0 	0.000000	40.631513	40.631513	0.000000	40.631513	40.631513	40.631513	40.631513	40.631513	40.631513	40.631513	40.631513	0.000025	0.000006	0.999929	0.000040	
266200000	-15.837710	833	1	3	'0 0 Z 0 0 0 0 0 0 Z Z 0 	15.847402	15.847402	0.000000	15.847402	15.847402	15.847402	15.847402	15.847402	15.847402	0.000000	0.000000	15.847402	0.000003	0.000008	0.999223	0.000766	
266250000	-16.019940	979	1	3	'Z 0 0 Z Z 0 0 0 0 0 0 0 	0.000000	14.009332	14.009332	0.000000	0.000000	14.009332	14.009332	14.009332	14.009332	14.009332	14.009332	14.009332	0.000010	0.000000	0.999496	0.000493	
266300000	-12.926870	519	1	4	'0 0 0 Z 0 Z 0 0 0 0 Z Z 	59.052891	59.052891	59.052891	0.000000	59.052891	0.000000	59.052891	59.052891	59.052891	59.052891	0.000000	0.000000	0.000230	0.000016	0.999754	0.000000	
266350000	-14.895607	376	3	4	'Z 2 1 Z 2 0 1 1 1 0 Z Z 	0.000000	16.098276	22.374525	0.000000	16.098276	1.984778	22.374525	22.374525	22.374525	1.984778	0.000000	0.000000	0.000021	0.000005	0.999974	0.000000	
266400000	-14.650467	938	1	5	'Z 0 0 0 Z Z 0 0 0 Z Z 0 	0.000000	25.655480	25.655480	25.655480	0.000000	0.000000	25.655480	25.655480	25.655480	0.000000	0.000000	25.655480	0.000054	0.000000	0.997548	0.002397	
266450000	-15.911240	956	1	3	'0 0 0 0 0 Z 0 0 0 Z 0 Z 	19.930180	19.930180	19.930180	19.930180	19.930180	0.000000	19.930180	19.930180	19.930180	0.000000	19.930180	0.000000	0.000010	0.000004	0.999985	0.000000	
266500000	-14.380912	447	1	3	'0 Z 0 0 Z 0 0 0 0 0 0 Z 	27.740128	0.000000	27.740128	27.740128	0.000000	27.740128	27.740128	27.740128	27.740128	27.740128	27.740128	0.000000	0.000000	0.000000	1.000000	0.000000	
266550000	-15.354239	70	1	3	'0 0 Z 0 0 0 0 0 0 Z 0 Z 	20.768748	20.768748	0.000000	20.768748	20.768748	20.768748	20.768748	20.768748	20.768748	0.000000	20.768748	0.000000	0.000006	0.000016	0.999978	0.000000	
266600000	-14.120773	87	1	3	'Z 0 Z 0 0 Z 0 0 0 0 0 0 	0.000000	30.876612	0.000000	30.876612	30.876612	0.000000	30.876612	30.876612	30.876612	30.876612	30.876612	30.876612	0.000023	0.000023	0.999334	0.000620	
266650000	-12.434700	544	1	5	'Z Z 0 0 Z 0 0 0 0 Z 0 Z 	0.000000	0.000000	53.410549	53.410549	0.000000	53.410549	53.410549	53.410549	53.410549	0.000000	53.410549	0.000000	0.000000	0.000000	1.000000	0.000000	
266700000	-13.766569	584	1	5	'Z Z Z 0 Z 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	36.019373	0.000000	36.019373	36.019373	36.019373	36.019373	0.000000	36.019373	36.019373	0.000000	0.000000	0.996927	0.003073	
266750000	-14.377486	352	1	4	'0 0 Z 0 0 0 0 0 0 Z Z Z 	36.896596	36.896596	0.000000	36.896596	36.896596	36.896596	36.896596	36.896596	36.896596	0.000000	0.000000	0.000000	0.000011	0.000011	0.999978	0.000000	
266800000	-15.836510	367	1	3	'0 0 Z 0 0 0 0 0 0 Z 0 Z 	24.696809	24.696809	0.000000	24.696809	24.696809	24.696809	24.696809	24.696809	24.696809	0.000000	24.696809	0.000000	0.000009	0.000021	0.999970	0.000000	
266850000	-14.659257	492	1	4	'Z 0 Z Z 0 0 0 0 0 0 0 Z 	0.000000	31.493498	0.000000	0.000000	31.493498	31.493498	31.493498	31.493498	31.493498	31.493498	31.493498	0.000000	0.000004	0.000007	0.999989	0.000000	
266900000	-13.820851	344	1	4	'0 0 Z 0 Z 0 0 0 0 Z 0 Z 	46.794693	46.794693	0.000000	46.794693	0.000000	46.794693	46.794693	46.794693	46.794693	0.000000	46.794693	0.000000	0.000026	0.000000	0.999974	0.000000	
266950000	-14.635099	94	1	5	'0 Z 0 Z 0 0 0 0 0 Z Z Z 	18.928552	0.000000	18.928552	0.000000	18.928552	18.928552	18.928552	18.928552	18.928552	0.000000	0.000000	0.000000	0.000000	0.000006	0.999994	0.000000	
267000000	-12.833086	945	1	3	'0 Z Z 0 0 Z 0 0 0 0 0 0 	54.494081	0.000000	0.000000	54.494081	54.494081	0.000000	54.494081	54.494081	54.494081	54.494081	54.494081	54.494081	0.000000	0.000038	0.997520	0.002442	
267050000	-12.766193	977	1	7	'Z Z Z 0 Z Z 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	55.432055	0.000000	0.000000	55.432055	55.432055	55.432055	0.000000	0.000000	55.432055	0.000000	0.000000	0.995855	0.004145	
267100000	-13.089043	854	1	1	'0 0 0 0 0 0 0 0 0 0 Z 0 	41.162980	41.162980	41.162980	41.162980	41.162980	41.162980	41.162980	41.162980	41.162980	41.162980	0.000000	41.162980	0.000028	0.000027	0.999893	0.000051	
267150000	-12.847131	351	1	4	'Z Z 0 Z Z 0 0 0 0 0 0 0 	0.000000	0.000000	72.488732	0.000000	0.000000	72.488732	72.488732	72.488732	72.488732	72.488732	72.488732	72.488732	0.000000	0.000000	0.995242	0.004758	
267200000	-15.193218	581	1	4	'Z 0 Z Z 0 0 0 0 0 0 0 Z 	0.000000	22.350184	0.000000	0.000000	22.350184	22.350184	22.350184	22.350184	22.350184	22.350184	22.350184	0.000000	0.000005	0.000006	0.999989	0.000000	
267250000	-14.943992	998	1	3	'0 0 0 0 Z Z 0 0 0 0 Z 0 	31.891848	31.891848	31.891848	31.891848	0.000000	0.000000	31.891848	31.891848	31.891848	31.891848	0.000000	31.891848	0.000054	0.000000	0.997934	0.002012	
267300000	-16.435609	231	1	7	'Z 0 Z Z Z 0 0 0 0 Z Z Z 	0.000000	19.209357	0.000000	0.000000	0.000000	19.209357	19.209357	19.209357	19.209357	0.000000	0.000000	0.000000	0.000005	0.000000	0.999995	0.000000	
267350000	-15.323423	628	1	4	'Z 0 Z Z 0 Z 0 0 0 0 0 0 	0.000000	19.847896	0.000000	0.000000	19.847896	0.000000	19.847896	19.847896	19.847896	19.847896	19.847896	19.847896	0.000000	0.000000	0.999250	0.000750	
267400000	-13.517500	18	1	4	'Z 0 Z Z 0 0 0 0 0 0 0 Z 	0.000000	46.246332	0.000000	0.000000	46.246332	46.246332	46.246332	46.246332	46.246332	46.246332	46.246332	0.000000	0.000024	0.000055	0.999921	0.000000	
267450000	-15.328533	401	1	4	'0 Z Z Z 0 0 0 0 0 Z 0 0 	22.594760	0.000000	0.000000	0.000000	22.594760	22.594760	22.594760	22.594760	22.594760	0.000000	22.594760	22.594760	0.000000	0.000008	0.999335	0.000657	
267500000	-15.728577	895	1	4	'0 0 Z 0 Z 0 0 0 0 Z Z 0 	13.579224	13.579224	0.000000	13.579224	0.000000	13.579224	13.579224	13.579224	13.579224	0.000000	0.000000	13.579224	0.000001	0.000000	0.999610	0.000389	
267550000	-16.242397	418	1	1	'0 0 Z 0 0 0 0 0 0 0 0 0 	18.952661	18.952661	0.000000	18.952661	18.952661	18.952661	18.952661	18.952661	18.952661	18.952661	18.952661	18.952661	0.000004	0.000010	0.998795	0.001192	
267600000	-16.611691	453	1	5	'Z Z Z Z 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	10.458839	10.458839	10.458839	10.458839	10.458839	10.458839	10.458839	0.000000	0.000000	0.000010	0.999990	0.000000	
267650000	-12.953785	608	1	3	'0 0 Z Z 0 0 0 0 0 Z 0 0 	52.292784	52.292784	0.000000	0.000000	52.292784	52.292784	52.292784	52.292784	52.292784	0.000000	52.292784	52.292784	0.000049	0.000099	0.997358	0.002493	
267700000	-13.603314	568	1	5	'Z Z Z Z 0 Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.000000	35.180526	0.000000	35.180526	35.180526	35.180526	35.180526	35.180526	35.180526	0.000000	0.000006	0.997774	0.002221	
267750000	-13.446288	984	1	2	'0 0 Z 0 0 0 0 0 0 Z 0 0 	52.482510	52.482510	0.000000	52.482510	52.482510	52.482510	52.482510	52.482510	52.482510	0.000000	52.482510	52.482510	0.000023	0.000041	0.999043	0.000893	
267800000	-12.576872	727	1	6	'Z Z Z 0 Z 0 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	50.676841	0.000000	50.676841	50.676841	50.676841	50.676841	50.676841	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
267850000	-14.814875	293	1	5	'Z Z Z 0 Z Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	27.198254	0.000000	0.000000	27.198254	27.198254	27.198254	27.198254	27.198254	27.198254	0.000000	0.000000	0.997881	0.002119	
267900000	-14.020757	323	1	3	'Z Z Z 0 0 0 0 0 0 0 0 0 	0.000000	0.000000	0.000000	31.897305	31.897305	31.897305	31.897305	31.897305	31.897305	31.897305	31.897305	31.897305	0.000000	0.000046	0.996548	0.003406	
267950000	-14.395798	408	1	6	'Z Z 0 Z Z 0 0 0 0 Z Z 0 	0.000000	0.000000	35.543824	0.000000	0.000000	35.543824	35.543824	35.543824	35.543824	0.000000	0.000000	35.543824	0.000000	0.000000	0.997990	0.002010	
268000000	-13.655660	315	1	5	'Z 0 0 0 Z Z 0 0 0 Z Z 0 	0.000000	41.852295	41.852295	41.852295	0.000000	0.000000	41.852295	41.852295	41.852295	0.000000	0.000000	41.852295	0.000060	0.000000	0.998989	0.000951	
268050000	-13.592034	438	1	3	'Z Z 0 0 0 0 0 0 0 0 Z 0 	0.000000	0.000000	53.104391	53.104391	53.104391	53.104391	53.104391	53.104391	53.104391	53.104391	0.000000	53.104391	0.000000	0.000012	0.999605	0.000383	
268100000	-13.826040	271	1	5	'0 Z Z 0 0 Z 0 0 0 Z Z 0 	49.190557	0.000000	0.000000	49.190557	49.190557	0.000000	49.190557	49.190557	49.190557	0.000000	0.000000	49.190557	0.000000	0.000190	0.999577	0.000232	
268150000	-16.839825	567	1	5	'0 Z 0 Z Z 0 0 0 0 Z 0 Z 	11.184513	0.000000	11.184513	0.000000	0.000000	11.184513	11.184513	11.184513	11.184513	0.000000	11.184513	0.000000	0.000000	0.000000	1.000000	0.000000	
268200000	-15.609809	101	1	4	'0 Z 0 Z 0 0 0 0 0 Z Z 0 	23.256989	0.000000	23.256989	0.000000	23.256989	23.256989	23.256989	23.256989	23.256989	0.000000	0.000000	23.256989	0.000000	0.000018	0.998738	0.001245	
268250000	-16.506756	817	1	5	'0 0 Z Z Z Z 0 0 0 0 Z 0 	17.336534	17.336534	0.000000	0.000000	0.000000	0.000000	17.336534	17.336534	17.336534	17.336534	0.000000	17.336534	0.000002	0.000000	0.999520	0.000477	
268300000	-14.712299	387	1	1	'Z 0 0 0 0 0 0 0 0 0 0 0 	0.000000	26.210406	26.210406	26.210406	26.210406	26.210406	26.210406	26.210406	26.210406	26.210406	26.210406	26.210406	0.000045	0.000013	0.999349	0.000592	
268350000	-16.195142	745	1	6	'Z 0 0 Z 0 Z 0 0 0 Z Z Z 	0.000000	16.044126	16.044126	0.000000	16.044126	0.000000	16.044126	16.044126	16.044126	0.000000	0.000000	0.000000	0.000415	0.000004	0.999581	0.000000	
268400000	-13.462797	208	1	3	'0 Z Z Z 0 0 0 0 0 0 0 0 	40.060735	0.000000	0.000000	0.000000	40.060735	40.060735	40.060735	40.060735	40.060735	40.060735	40.060735	40.060735	0.000000	0.000060	0.997436	0.002503	
268450000	-20.282811	223	1	4	'0 Z Z 0 0 0 0 0 0 Z Z 0 	3.192915	0.000000	0.000000	3.192915	3.192915	3.192915	3.192915	3.192915	3.192915	0.000000	0.000000	3.192915	0.000000	0.000000	0.999922	0.000078	
268500000	-15.178143	458	1	3	'Z Z Z 0 0 0 0 0 0 0 0 0 	0.000000	0.000000	0.000000	24.757371	24.757371	24.757371	24.757371	24.757371	24.757371	24.757371	24.757371	24.757371	0.000000	0.000008	0.999399	0.000593	
268550000	-14.575477	960	1	4	'0 0 0 Z 0 Z 0 0 0 0 Z Z 	31.437990	31.437990	31.437990	0.000000	31.437990	0.000000	31.437990	31.437990	31.437990	31.437990	0.000000	0.000000	0.000010	0.000010	0.999980	0.000000	
268600000	-14.956186	386	1	5	'Z Z 0 0 Z Z 0 0 0 0 Z 0 	0.000000	0.000000	22.482953	22.482953	0.000000	0.000000	22.482953	22.482953	22.482953	22.482953	0.000000	22.482953	0.000000	0.000000	0.998136	0.001864	
268650000	-15.408649	351	1	5	'0 Z Z Z Z Z 0 0 0 0 0 0 	22.569720	0.000000	0.000000	0.000000	0.000000	0.000000	22.569720	22.569720	22.569720	22.569720	22.569720	22.569720	0.000000	0.000000	0.998568	0.001432	
268700000	-13.135541	258	1	4	'0 0 0 Z 0 Z 0 0 0 Z Z 0 	53.213529	53.213529	53.213529	0.000000	53.213529	0.000000	53.213529	53.213529	53.213529	0.000000	0.000000	53.213529	0.000119	0.000019	0.998545	0.001317	
268750000	-17.155256	125	1	5	'Z 0 Z Z 0 0 0 0 0 Z 0 Z 	0.000000	11.028607	0.000000	0.000000	11.028607	11.028607	11.028607	11.028607	11.028607	0.000000	11.028607	0.000000	0.000001	0.000004	0.999995	0.000000	
268800000	-12.677549	295	1	3	'Z 0 0 0 0 0 0 0 0 0 Z Z 	0.000000	81.046269	81.046269	81.046269	81.046269	81.046269	81.046269	81.046269	81.046269	81.046269	0.000000	0.000000	0.000146	0.000080	0.999774	0.000000	
268850000	-15.191007	616	1	5	'0 0 Z Z 0 Z 0 0 0 Z 0 Z 	21.989274	21.989274	0.000000	0.000000	21.989274	0.000000	21.989274	21.989274	21.989274	0.000000	21.989274	0.000000	0.000009	0.000009	0.999981	0.000000	
268900000	-18.573809	969	1	6	'Z Z Z Z 0 Z 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	5.714488	0.000000	5.714488	5.714488	5.714488	5.714488	0.000000	5.714488	0.000000	0.000000	0.999920	0.000080	
268950000	-12.729629	652	1	4	'0 0 0 0 Z 0 0 0 0 Z Z Z 	54.082024	54.082024	54.082024	54.082024	0.000000	54.082024	54.082024	54.082024	54.082024	0.000000	0.000000	0.000000	0.000069	0.000000	0.999931	0.000000	
269000000	-16.517079	406	1	5	'0 Z 0 Z 0 Z 0 0 0 Z Z 0 	10.392417	0.000000	10.392417	0.000000	10.392417	0.000000	10.392417	10.392417	10.392417	0.000000	0.000000	10.392417	0.000000	0.000026	0.999947	0.000026	
269050000	-17.244619	795	1	6	'Z Z Z Z 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	13.233285	13.233285	13.233285	13.233285	13.233285	0.000000	13.233285	0.000000	0.000000	0.000009	0.999991	0.000000	
269100000	-13.975408	314	1	3	'0 Z 0 0 0 Z 0 0 0 0 Z 0 	35.218280	0.000000	35.218280	35.218280	35.218280	0.000000	35.218280	35.218280	35.218280	35.218280	0.000000	35.218280	0.000000	0.000044	0.994140	0.005815	
269150000	-15.109627	665	1	7	'Z Z Z Z 0 Z 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	0.000000	20.614354	0.000000	20.614354	20.614354	20.614354	0.000000	0.000000	20.614354	0.000000	0.000004	0.998690	0.001305	
269200000	-13.813092	852	1	5	'0 Z 0 Z Z Z 0 0 0 0 0 Z 	50.034502	0.000000	50.034502	0.000000	0.000000	0.000000	50.034502	50.034502	50.034502	50.034502	50.034502	0.000000	0.000000	0.000000	1.000000	0.000000	
269250000	-14.032942	780	1	5	'Z Z Z Z 0 Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.000000	37.873360	0.000000	37.873360	37.873360	37.873360	37.873360	37.873360	37.873360	0.000000	0.000014	0.997952	0.002034	
269300000	-14.404976	192	1	3	'Z Z 0 0 0 Z 0 0 0 0 0 0 	0.000000	0.000000	23.780597	23.780597	23.780597	0.000000	23.780597	23.780597	23.780597	23.780597	23.780597	23.780597	0.000000	0.000048	0.999904	0.000048	
269350000	-15.367059	229	1	4	'Z Z 0 Z 0 0 0 0 0 Z 0 0 	0.000000	0.000000	19.155635	0.000000	19.155635	19.155635	19.155635	19.155635	19.155635	0.000000	19.155635	19.155635	0.000000	0.000009	0.999038	0.000953	
269400000	-13.484384	548	1	4	'Z 0 Z 0 0 Z 0 0 0 0 Z 0 	0.000000	33.922241	0.000000	33.922241	33.922241	0.000000	33.922241	33.922241	33.922241	33.922241	0.000000	33.922241	0.000054	0.000053	0.999132	0.000760	
269450000	-12.487374	944	1	5	'0 Z 0 Z Z 0 0 0 0 Z 0 Z 	49.516108	0.000000	49.516108	0.000000	0.000000	49.516108	49.516108	49.516108	49.516108	0.000000	49.516108	0.000000	0.000000	0.000000	1.000000	0.000000	
